comp100001_c1_seq1	62
comp100001_c2_seq1	89
comp100007_c0_seq1	117
comp100011_c0_seq1	54
comp100014_c0_seq1	74
comp100033_c0_seq1	55
comp100035_c0_seq1	71
comp100038_c0_seq1	79
comp100055_c0_seq1	130
comp100056_c0_seq1	72
comp100064_c1_seq1	67
comp100066_c0_seq1	74
comp100067_c0_seq1	64
comp100077_c1_seq1	74
comp100080_c0_seq1	63
comp100093_c0_seq1	103
comp100096_c0_seq1	114
comp100100_c0_seq2	141.501
comp100102_c0_seq1	83
comp100104_c3_seq1	59
comp100110_c0_seq1	58
comp100114_c0_seq1	109
comp100115_c0_seq1	64
comp100122_c0_seq1	53
comp100123_c0_seq1	51
comp100125_c0_seq1	69
comp100128_c0_seq1	68
comp100130_c1_seq1	65
comp100140_c0_seq1	78
comp100152_c1_seq1	70
comp100153_c0_seq1	95
comp100154_c0_seq1	65
comp100155_c0_seq1	62
comp100157_c0_seq1	64
comp100162_c0_seq1	115
comp100163_c0_seq1	80
comp100167_c0_seq1	61
comp100168_c0_seq1	86
comp100170_c1_seq1	55
comp100172_c0_seq1	72
comp100176_c0_seq1	154
comp100178_c0_seq1	82.1848
comp100179_c0_seq1	53
comp100183_c0_seq1	113
comp100185_c0_seq1	91
comp100186_c0_seq1	59
comp100190_c0_seq1	115
comp100192_c0_seq1	75
comp100194_c0_seq1	62
comp100197_c0_seq1	65
comp100198_c0_seq2	90
comp100200_c0_seq1	86
comp100203_c0_seq1	76
comp100209_c0_seq1	77
comp100220_c0_seq1	88.3634
comp100227_c0_seq1	62
comp100231_c0_seq1	69
comp100239_c1_seq1	73
comp100241_c0_seq1	68
comp100243_c0_seq1	82
comp100248_c0_seq1	54
comp100250_c0_seq1	56
comp100252_c0_seq1	61
comp100254_c0_seq1	62
comp100260_c0_seq1	185
comp100262_c0_seq1	61
comp100265_c0_seq1	52
comp100267_c0_seq1	70
comp100272_c0_seq1	72
comp100280_c0_seq1	52
comp100281_c0_seq1	56
comp100282_c0_seq1	94
comp100287_c0_seq1	57
comp100288_c0_seq1	137
comp100289_c0_seq1	89
comp100291_c0_seq1	62
comp100300_c0_seq1	58
comp100301_c0_seq1	58
comp100310_c1_seq1	100
comp100313_c0_seq1	52
comp100316_c0_seq1	96
comp100319_c0_seq1	56
comp100330_c0_seq1	51
comp100331_c0_seq1	92
comp100331_c1_seq1	84
comp100334_c0_seq1	64
comp100335_c0_seq1	60
comp100337_c0_seq1	67
comp100342_c0_seq1	55
comp100347_c0_seq1	112
comp100355_c0_seq1	56
comp100357_c1_seq1	96
comp100358_c0_seq1	79
comp100366_c0_seq1	58
comp100369_c0_seq1	109
comp100372_c0_seq1	55
comp100381_c0_seq1	112
comp100382_c0_seq1	97
comp100388_c0_seq2	121.388
comp100399_c0_seq1	90
comp100400_c0_seq1	120
comp100404_c0_seq1	127
comp100405_c0_seq1	76
comp100411_c0_seq1	58
comp100418_c0_seq1	63
comp100418_c1_seq1	56
comp100419_c0_seq1	51
comp100423_c0_seq1	78
comp100426_c0_seq1	80
comp100427_c0_seq1	56
comp100429_c0_seq1	72
comp100440_c0_seq2	55
comp100442_c1_seq1	70
comp100444_c0_seq1	74
comp100453_c1_seq1	80
comp100457_c0_seq1	76
comp100459_c0_seq1	77
comp100465_c0_seq1	72
comp100469_c0_seq1	101
comp100470_c0_seq1	63
comp100472_c0_seq1	55
comp100484_c0_seq3	59.4759
comp100486_c1_seq1	123
comp100500_c0_seq1	62
comp100504_c0_seq1	81
comp100507_c0_seq2	101
comp100508_c0_seq1	64
comp100521_c0_seq1	55
comp100538_c0_seq1	68
comp100541_c0_seq1	56
comp100542_c1_seq1	79
comp100554_c0_seq1	55
comp100555_c0_seq1	77
comp100562_c0_seq1	70
comp100564_c0_seq1	143
comp100567_c0_seq1	80
comp100568_c0_seq1	60
