comp95_c0_seq1 	 -230
comp146_c0_seq1 	 -173
comp195_c0_seq1 	 -185
comp296_c0_seq1 	 -200
comp455_c1_seq1 	 -197
comp943_c0_seq1 	 -218
comp1059_c0_seq1 	 -227
comp1683_c0_seq1 	 -206
comp1868_c0_seq1 	 -308
comp1910_c1_seq1 	 -248
comp2012_c0_seq1 	 -191
comp2243_c0_seq1 	 -278
comp2287_c0_seq1 	 -155
comp2316_c0_seq1 	 -209
comp2419_c0_seq1 	 -221
comp2430_c0_seq1 	 -266
comp2593_c0_seq1 	 -164
comp2726_c0_seq1 	 -287
comp2738_c0_seq1 	 -272
comp2835_c0_seq1 	 -161
comp2838_c0_seq1 	 -296
comp2896_c0_seq1 	 -239
comp2929_c0_seq1 	 -242
comp3014_c0_seq1 	 -206
comp3052_c0_seq1 	 -185
comp3103_c0_seq1 	 -329
comp3154_c0_seq1 	 -401
comp3224_c0_seq1 	 -221
comp3249_c0_seq1 	 -206
comp3252_c0_seq1 	 -479
comp3284_c0_seq1 	 -347
comp3532_c0_seq1 	 -206
comp3644_c0_seq1 	 -209
comp3794_c0_seq1 	 -314
comp3808_c0_seq1 	 -170
comp3959_c0_seq1 	 -221
comp4081_c0_seq1 	 -218
comp4130_c0_seq1 	 -281
comp4152_c0_seq1 	 -197
comp4687_c0_seq1 	 -209
comp4786_c1_seq1 	 -422
comp4825_c0_seq2 	 -242
comp5139_c0_seq1 	 -206
comp5183_c0_seq1 	 -191
comp5369_c0_seq1 	 -284
comp5590_c0_seq1 	 -197
comp5810_c0_seq1 	 -230
comp5953_c0_seq1 	 -182
comp6031_c0_seq1 	 -278
comp6126_c0_seq1 	 -341
comp6162_c0_seq1 	 -377
comp6468_c0_seq1 	 -218
comp6661_c0_seq1 	 -341
comp6844_c0_seq1 	 -188
comp6892_c0_seq1 	 -251
comp6917_c0_seq1 	 -200
comp6983_c0_seq1 	 -158
comp7180_c0_seq1 	 -233
comp7224_c0_seq1 	 -221
comp7521_c0_seq1 	 -146
comp7589_c0_seq1 	 -254
comp7764_c0_seq1 	 -263
comp7905_c0_seq1 	 -128
comp7911_c0_seq1 	 -221
comp7956_c0_seq1 	 -449
comp8039_c0_seq1 	 -203
comp8334_c0_seq1 	 -257
comp8365_c0_seq1 	 -182
comp8417_c0_seq1 	 -224
comp8856_c0_seq1 	 -341
comp8976_c0_seq1 	 -332
comp9025_c0_seq1 	 -188
comp9086_c0_seq1 	 -197
comp9113_c0_seq1 	 -380
comp9373_c0_seq1 	 -233
comp9469_c0_seq1 	 -200
comp9903_c0_seq1 	 -335
comp10068_c0_seq1 	 -224
comp10147_c0_seq1 	 -239
comp10215_c0_seq1 	 -194
comp10285_c0_seq1 	 -218
comp10321_c0_seq1 	 -203
comp10428_c0_seq1 	 -113
comp11215_c0_seq1 	 -239
comp11704_c0_seq1 	 -263
comp11796_c0_seq1 	 -206
comp11890_c0_seq1 	 -242
comp12196_c0_seq1 	 -422
comp12283_c0_seq1 	 -164
comp12454_c0_seq1 	 -233
comp12634_c0_seq1 	 -224
comp12944_c0_seq1 	 -227
comp13315_c0_seq1 	 -176
comp13586_c0_seq1 	 -125
comp14021_c0_seq1 	 -230
comp14031_c0_seq1 	 -197
comp14214_c0_seq1 	 -236
comp14362_c0_seq1 	 -242
comp15068_c0_seq1 	 -281
comp15180_c0_seq1 	 -257
comp15449_c0_seq1 	 -206
comp15537_c0_seq1 	 -245
comp15630_c0_seq1 	 -209
comp15890_c0_seq1 	 -215
comp15965_c0_seq1 	 -197
comp16162_c0_seq1 	 -482
comp16398_c0_seq1 	 -353
comp16715_c0_seq1 	 -284
comp16791_c0_seq1 	 -299
comp16857_c0_seq1 	 -206
comp16918_c0_seq1 	 -206
comp16998_c0_seq1 	 -134
comp17113_c0_seq1 	 -233
comp17206_c0_seq1 	 -305
comp17809_c0_seq1 	 -200
comp17987_c0_seq1 	 -200
comp18200_c0_seq1 	 -125
comp18227_c0_seq1 	 -329
comp18267_c0_seq1 	 -218
comp18293_c0_seq1 	 -200
comp18490_c0_seq1 	 -155
comp19032_c0_seq1 	 -278
comp19436_c0_seq1 	 -197
comp19457_c0_seq1 	 -182
comp19591_c0_seq1 	 -230
comp19821_c0_seq1 	 -236
comp20101_c0_seq1 	 -179
comp20168_c0_seq1 	 -248
comp20230_c0_seq1 	 -482
comp20233_c0_seq1 	 -245
comp20243_c0_seq1 	 -290
comp20255_c0_seq1 	 -443
comp20268_c0_seq1 	 -779
comp20275_c0_seq1 	 -302
comp20276_c0_seq1 	 -323
comp20313_c0_seq1 	 -344
comp20353_c0_seq1 	 -284
comp20401_c0_seq1 	 -164
comp20427_c0_seq1 	 -236
comp20427_c0_seq2 	 -239
comp20453_c0_seq1 	 -206
comp20457_c0_seq1 	 -209
comp20518_c0_seq1 	 -194
comp20529_c0_seq1 	 -230
comp20548_c0_seq1 	 -173
comp20610_c0_seq1 	 -164
comp20645_c0_seq1 	 -359
comp20700_c0_seq1 	 -230
comp20708_c0_seq1 	 -194
comp20716_c0_seq1 	 -161
comp20717_c0_seq1 	 -227
comp20736_c0_seq1 	 -314
comp20811_c0_seq1 	 -548
comp20836_c0_seq1 	 -224
comp20927_c0_seq1 	 -413
comp20929_c0_seq1 	 -89
comp20963_c0_seq1 	 -107
comp20969_c0_seq1 	 -413
comp20974_c0_seq1 	 -179
comp20990_c0_seq1 	 -251
comp21004_c0_seq1 	 -443
comp21036_c0_seq1 	 -221
comp21056_c0_seq1 	 -176
comp21080_c0_seq1 	 -461
comp21113_c0_seq1 	 -278
comp21127_c0_seq1 	 -752
comp21166_c0_seq1 	 -212
comp21198_c0_seq1 	 -203
comp21226_c0_seq1 	 -197
comp21293_c0_seq1 	 -212
comp21302_c0_seq1 	 -227
comp21334_c0_seq1 	 -176
comp21338_c0_seq1 	 -251
comp21385_c0_seq1 	 -299
comp21430_c0_seq1 	 -305
comp21464_c0_seq1 	 -440
comp21534_c0_seq1 	 -422
comp21555_c0_seq1 	 -797
comp21566_c0_seq1 	 -251
comp21586_c0_seq1 	 -695
comp21637_c0_seq1 	 -173
comp21685_c0_seq1 	 -269
comp21702_c0_seq1 	 -386
comp21739_c0_seq1 	 -272
comp21758_c0_seq1 	 -248
comp21774_c0_seq1 	 -332
comp21778_c0_seq1 	 -269
comp21829_c0_seq1 	 -311
comp21903_c0_seq1 	 -161
comp21916_c0_seq1 	 -281
comp21942_c0_seq1 	 -215
comp21966_c0_seq1 	 -308
comp21998_c0_seq1 	 -329
comp22000_c0_seq2 	 -188
comp22006_c0_seq1 	 -140
comp22023_c0_seq1 	 -248
comp22061_c0_seq1 	 -299
comp22069_c0_seq1 	 -578
comp22082_c0_seq1 	 -809
comp22103_c0_seq1 	 -203
comp22161_c0_seq1 	 -278
comp22184_c0_seq1 	 -128
comp22195_c0_seq1 	 -230
comp22219_c0_seq1 	 -365
comp22272_c1_seq1 	 -437
comp22276_c0_seq1 	 -503
comp22295_c0_seq1 	 -218
comp22301_c0_seq1 	 -263
comp22307_c0_seq1 	 -299
comp22326_c0_seq1 	 -479
comp22330_c0_seq1 	 -353
comp22335_c0_seq1 	 -494
comp22410_c0_seq1 	 -305
comp22473_c0_seq1 	 -167
comp22474_c0_seq1 	 -704
comp22482_c0_seq1 	 -227
comp22516_c0_seq1 	 -173
comp22539_c0_seq1 	 -419
comp22578_c0_seq1 	 -221
comp22579_c0_seq1 	 -569
comp22583_c0_seq1 	 -302
comp22589_c0_seq1 	 -209
comp22608_c0_seq1 	 -644
comp22648_c0_seq1 	 -170
comp22653_c0_seq1 	 -167
comp22675_c0_seq1 	 -326
comp22698_c0_seq1 	 -200
comp22768_c0_seq1 	 -389
comp22770_c0_seq1 	 -257
comp22782_c0_seq1 	 -170
comp22782_c0_seq2 	 -158
comp22890_c0_seq1 	 -353
comp22892_c0_seq1 	 -455
comp22921_c0_seq1 	 -746
comp22923_c0_seq1 	 -200
comp22936_c0_seq1 	 -278
comp22985_c0_seq1 	 -299
comp22994_c0_seq1 	 -344
comp22997_c0_seq1 	 -527
comp23032_c0_seq1 	 -227
comp23054_c0_seq1 	 -203
comp23089_c0_seq1 	 -359
comp23089_c0_seq2 	 -359
comp23127_c0_seq1 	 -320
comp23142_c0_seq1 	 -464
comp23162_c0_seq1 	 -143
comp23231_c0_seq1 	 -143
comp23258_c0_seq1 	 -209
comp23260_c0_seq1 	 -233
comp23272_c0_seq1 	 -284
comp23272_c1_seq1 	 -296
comp23294_c0_seq1 	 -389
comp23375_c0_seq1 	 -725
comp23411_c0_seq1 	 -254
comp23426_c0_seq1 	 -224
comp23534_c0_seq1 	 -239
comp23618_c0_seq1 	 -380
